"REG_INST","REG_RESP","PGMCIPAP","PGM_P034","PGM_P100","PGM_280A","PGM_280B","PGM_280C","PGM_280D","PGM_280E","PGM_280F","PGM_290","PGM_350","PGM_380","PGM_P401","PGM_410","PGM_415","PGM_430","EDU_010","HLOSINTP","STL_010","STULOANS","STL_160B","STL_160C","STL_160D","STL_160E","STL_160F","STL_160G","STL_160H","STL_160I","STL_160J","STL_160L","STLP160N","BEF_P140","BEF_160","HLOSGRDP","PAR1GRD","PAR1INT","PAR2GRD","PAR2INT","GRADAGEP","GENDER2","MS_P01","MS_P02","CTZSHIPP","VISBMINP","DDIS_FL","LFCINDP","PUMFID","LFSTATP","WTPF"
"4","4","4","1","2","2","2","2","2","2","1","2","2","2","3","2","3","2","1","2","1","1","2","1","2","2","2","2","2","2","2","2","2","1","6","2","1","1","1","1","3","2","1","2","1","2","1","96","61944","3",17.3033
"4","4","5","2","2","2","1","2","2","2","2","1","1","2","2","3","1","1","2","2","1","1","2","1","2","1","2","2","2","2","2","2","2","1","6","2","2","2","3","3","3","2","1","1","2","1","1","3","61950","1",10.6434
"1","1","8","1","1","2","2","2","2","2","1","1","2","2","1","4","3","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","3","6","2","1","1","1","1","2","1","2","2","1","1","2","4","61951","1",11.8998
"4","4","1","1","1","2","2","2","2","2","1","1","2","2","2","3","4","1","1","2","2","2","2","2","2","2","1","2","1","1","1","2","1","3","5","2","3","3","2","2","1","2","2","2","1","2","1","5","61957","1",26.1627
"4","4","7","1","2","2","2","2","2","2","1","1","2","2","1","2","3","1","2","2","1","1","2","2","2","1","1","2","2","2","2","2","2","1","6","2","1","1","1","1","2","1","1","2","1","2","2","3","61959","1",15.4419
"4","4","2","1","2","2","2","2","2","2","1","1","2","2","1","1","3","1","2","2","1","1","1","2","2","1","2","2","2","2","2","2","2","3","5","2","2","2","1","1","2","2","1","2","1","1","2","6","61964","1",15.3755
"4","4","8","1","1","2","1","2","2","2","2","1","1","2","1","1","1","1","2","2","2","2","2","2","2","1","1","2","1","2","2","2","1","3","3","2","1","1","1","1","1","1","1","2","1","2","1","6","61966","1",12.2194
"4","4","4","1","2","2","2","2","2","2","1","1","2","2","1","3","3","1","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","3","6","2","2","2","1","1","1","2","1","2","1","2","2","7","61969","1",17.3033
"1","1","9","1","1","2","2","2","2","2","1","2","1","2","1","5","6","1","2","2","1","1","2","1","1","2","2","2","2","2","2","2","2","3","6","2","1","1","1","1","3","2","2","1","1","1","1","5","61972","1",10.2121
"4","4","5","2","2","2","2","2","2","2","1","1","1","1","1","1","3","1","1","2","1","1","2","1","1","1","1","1","1","1","1","2","2","3","4","2","2","2","1","1","1","1","1","2","1","2","1","4","61973","1",11.101
"1","1","4","1","1","2","2","2","2","2","1","1","1","1","2","4","3","2","1","2","1","1","2","1","1","1","1","2","1","1","2","2","2","3","3","2","2","2","1","1","1","2","1","2","1","2","2","7","61981","1",10.3937
"3","3","2","1","1","2","1","2","2","2","2","1","1","2","1","1","2","1","2","2","1","1","1","2","1","1","1","2","2","2","2","2","2","3","3","2","3","3","3","3","1","2","2","2","2","1","2","2","61987","1",77.5451
"3","3","2","1","1","1","2","2","2","2","2","1","2","2","2","4","2","1","1","2","1","1","2","2","2","2","2","2","2","2","1","2","2","3","4","2","3","3","3","3","1","1","2","2","2","2","1","4","61992","1",76.4831
"3","3","9","1","1","2","2","2","2","2","1","2","2","2","1","2","6","1","1","2","2","2","2","2","2","2","1","2","2","2","2","2","2","1","6","3","1","1","1","1","3","2","1","1","1","2","2","3","61996","1",18.0222
"1","1","10","1","1","2","2","2","2","2","1","2","2","2","2","1","2","1","2","2","1","1","2","2","2","1","1","2","1","2","2","2","2","1","3","2","1","1","1","1","1","2","2","2","1","2","2","4","62000","1",10.6987
"1","1","5","1","2","2","1","2","2","2","2","1","2","2","2","4","6","2","2","2","2","2","1","2","2","2","1","2","1","2","2","2","1","3","2","2","1","1","1","1","1","1","2","2","1","2","2","3","62006","1",11.3971
"4","4","2","1","2","2","2","2","2","2","1","2","2","1","1","2","3","1","2","2","2","2","2","2","2","1","1","2","1","2","2","2","2","3","4","2","2","2","1","1","1","2","2","2","1","2","2","5","62008","1",21.0113
"2","2","4","1","2","2","2","2","2","2","1","1","2","2","1","2","3","1","2","2","2","2","1","2","2","2","1","2","1","2","2","2","2","3","6","2","1","1","1","1","1","1","1","2","1","2","1","3","62011","1",61.3141
"4","4","4","1","2","2","2","2","2","2","1","1","1","2","1","3","3","1","1","3","1","1","1","1","1","1","1","2","2","2","2","2","1","3","1","2","1","1","1","1","1","2","2","2","1","2","2","4","62013","1",32.7731
"4","4","4","1","2","2","2","2","2","2","1","2","2","2","1","9","3","2","2","2","1","1","2","2","2","2","2","2","1","2","2","2","2","5","2","2","2","2","2","2","2","1","2","2","1","2","2","96","62020","2",30.6285
"2","2","2","1","2","2","2","2","2","2","1","2","2","2","1","3","3","1","2","2","1","1","2","2","2","2","2","2","1","2","2","2","2","1","6","3","1","1","1","1","2","1","1","1","1","2","2","5","62022","1",51.9266
"4","4","6","1","2","2","2","2","2","2","1","2","1","2","1","1","3","1","1","3","2","2","2","2","2","1","2","2","1","2","2","2","2","3","1","2","3","1","2","1","1","1","2","2","2","1","2","96","62023","3",25.6282
"2","2","2","1","2","1","2","2","2","2","2","1","1","2","1","3","3","1","1","2","1","1","2","1","2","1","2","2","2","2","2","2","2","1","6","2","3","3","3","3","2","2","2","2","1","2","1","6","62030","1",52.6028
"1","3","9","1","1","2","2","2","2","2","1","1","2","2","2","5","3","2","1","2","2","2","1","2","2","1","2","2","1","2","2","2","2","3","2","2","3","3","3","3","1","2","2","2","1","2","1","96","62032","2",10.1406
"4","4","10","1","1","2","2","2","2","2","1","1","2","2","1","2","3","1","2","2","1","1","2","2","2","2","2","2","2","1","2","2","2","1","6","2","3","3","3","3","2","2","1","2","1","2","2","3","62035","1",18.1828
"4","4","7","1","1","2","2","1","2","2","2","1","1","2","2","2","1","1","2","2","1","1","1","1","2","1","1","2","2","2","2","2","2","3","6","2","1","1","1","1","1","2","2","2","1","1","1","4","62039","1",15.2901
"4","4","1","1","1","2","2","2","2","2","1","1","2","2","1","3","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","1","4","2","3","3","1","1","2","2","2","2","3","2","2","6","62043","1",26.1627
"4","3","5","2","2","2","2","2","2","2","1","1","2","2","3","6","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","1","6","2","1","1","1","1","4","2","2","2","1","2","2","1","62048","1",12.6473
"2","2","5","1","2","2","2","2","2","2","1","1","1","2","1","9","1","2","2","2","1","1","2","2","2","2","1","2","1","2","2","2","2","3","1","2","3","3","1","1","2","1","2","2","2","1","2","2","62051","1",58.2681
"4","4","2","1","2","2","2","2","2","2","1","1","1","2","1","1","3","1","1","3","1","1","1","2","2","1","1","2","2","2","2","2","2","3","2","2","1","1","1","1","1","2","2","2","1","1","2","2","62057","1",35.1054
"4","4","5","2","2","2","2","2","2","2","1","2","2","2","3","6","3","1","2","2","1","1","2","2","2","2","1","2","2","2","2","1","2","1","6","2","3","3","2","2","3","1","2","2","1","2","2","1","62061","1",12.8768
"4","4","1","1","1","2","2","2","2","2","1","1","1","2","2","1","3","1","2","2","1","1","1","2","2","1","2","2","2","2","2","2","2","3","6","2","1","1","1","1","1","2","2","2","1","1","1","5","62062","1",15.308
"1","1","9","1","2","2","2","2","2","2","1","1","2","2","2","5","2","1","2","2","2","2","2","2","2","2","1","2","1","1","2","2","2","1","6","3","1","1","1","1","3","2","1","1","3","1","2","96","62063","3",10.1406
"3","3","7","1","1","2","2","2","2","2","1","2","2","1","1","8","3","1","2","2","1","1","1","1","1","2","1","2","2","2","2","2","2","3","3","2","2","2","1","1","1","1","1","2","1","1","1","4","62064","1",52.0095
"2","2","10","2","1","2","2","2","2","2","1","1","2","2","2","3","3","2","2","2","1","1","2","2","2","2","1","2","1","1","1","2","2","3","6","2","3","3","3","3","2","1","1","2","1","2","2","4","62066","1",37.5056
"1","3","5","1","2","2","2","2","2","2","1","1","2","2","1","3","2","2","2","2","1","1","2","1","2","1","2","2","2","2","2","2","2","1","6","2","1","1","1","1","4","2","2","2","1","2","1","7","62070","1",11.9718
"2","2","5","1","2","2","1","2","2","2","2","1","2","2","1","2","2","2","2","2","2","2","2","2","2","2","1","2","1","2","2","2","2","1","3","2","1","1","1","1","2","2","2","2","3","2","2","4","62075","1",55.5059
"2","2","9","1","1","2","2","2","2","2","1","1","2","2","1","3","3","1","1","3","1","1","2","1","2","2","2","2","2","2","2","2","2","3","3","2","3","2","1","1","1","2","2","2","1","2","2","7","62076","1",60.0366
"3","3","9","1","1","2","2","2","2","2","1","1","2","2","2","1","3","1","1","2","1","1","1","2","2","2","2","2","2","2","2","2","2","3","3","2","1","1","1","1","1","2","2","2","2","1","2","7","62080","1",91.6791
"4","4","9","1","1","2","2","2","2","2","1","1","1","2","1","9","1","1","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","1","6","2","2","2","2","2","1","1","2","2","1","2","2","7","62086","1",10.6709
"3","3","6","1","2","2","2","2","2","2","1","2","1","2","2","2","2","1","2","2","2","2","1","2","2","2","1","2","1","2","2","2","2","3","3","2","2","2","2","2","1","2","2","2","1","2","2","4","62092","1",74.5716
"1","1","4","1","1","2","2","1","2","2","2","1","1","2","1","1","1","1","2","2","1","1","2","2","1","1","2","2","2","2","2","2","2","3","2","2","1","1","1","1","1","1","2","2","3","2","2","6","62093","1",10.1427
"4","4","5","1","2","2","2","2","2","2","1","1","1","2","1","5","1","1","1","2","2","2","2","2","2","2","1","2","2","2","2","2","2","1","2","2","1","1","3","2","1","1","2","2","3","1","2","6","62095","1",27.4533
"2","2","7","1","2","2","2","2","2","2","1","1","2","2","3","2","2","1","1","2","2","2","2","2","2","2","2","2","2","1","2","2","2","1","6","2","1","1","1","1","3","2","1","1","2","2","2","4","62102","1",37.0388
"4","4","4","1","2","2","2","2","2","2","1","1","2","2","2","3","3","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","3","3","2","2","2","2","2","1","2","2","2","1","1","2","3","62107","1",29.6801
"4","4","9","1","1","2","2","2","2","2","1","2","1","2","1","9","1","2","2","2","2","2","2","2","2","1","2","2","1","2","2","2","2","3","3","2","1","1","1","1","2","2","1","2","1","1","1","7","62110","1",10.8696
"2","2","4","1","2","2","2","2","2","2","1","1","2","2","1","2","3","1","1","2","2","2","2","2","2","2","2","2","1","2","2","2","2","3","1","2","3","2","3","2","1","2","1","2","1","2","2","4","62118","1",58.577
"1","3","9","1","1","2","2","2","2","2","1","2","2","2","1","3","3","1","2","2","1","1","2","1","1","2","2","2","2","2","2","2","2","1","4","3","2","2","1","1","4","2","2","1","2","1","2","7","62125","1",10.7384
"4","4","4","1","2","2","2","2","2","2","1","1","1","2","1","3","3","1","2","2","2","2","1","2","2","1","1","1","1","2","2","2","2","1","5","2","2","2","2","2","2","1","2","2","1","2","2","3","62126","1",10.5786
"4","4","4","1","2","2","2","2","2","2","1","2","1","2","1","3","3","1","1","2","1","1","1","2","2","1","2","2","1","2","2","2","2","3","2","2","2","2","1","1","1","2","2","2","1","2","1","96","62130","3",10.4449
"3","3","5","1","1","2","1","2","2","2","2","1","1","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","1","2","2","2","2","3","1","2","1","1","1","1","1","2","2","2","1","1","2","3","62131","1",83.0815
"2","2","4","2","2","2","2","2","2","2","1","1","1","2","3","7","3","1","2","2","1","1","2","2","2","1","1","2","2","2","1","2","2","3","6","2","1","1","1","1","1","2","1","2","1","2","1","3","62134","1",68.0437
"4","4","4","1","2","2","2","2","1","2","2","1","1","2","1","4","5","2","2","2","2","2","2","2","2","2","1","2","1","1","2","2","2","1","6","2","1","1","1","1","3","2","2","2","3","1","2","3","62143","1",10.5453
"4","4","8","1","1","2","2","2","2","2","1","1","1","2","1","1","3","2","1","3","2","2","2","2","1","1","1","2","1","2","2","2","2","3","3","2","1","1","1","1","1","1","2","2","1","2","1","4","62144","1",30.4557
"1","1","7","1","1","2","2","2","2","2","1","2","1","2","1","3","2","1","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","1","6","2","2","2","2","2","3","2","2","2","3","1","2","4","62155","1",10.3027
"4","4","8","1","2","2","2","2","2","2","1","1","2","2","1","3","2","2","2","2","2","2","2","2","2","2","1","2","1","2","2","2","2","1","5","2","2","2","1","1","2","1","1","2","1","2","2","4","62156","1",10.2888
"3","3","5","1","2","2","2","2","2","2","1","1","1","2","1","2","3","1","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","3","1","2","2","2","1","1","1","2","2","2","3","1","2","3","62162","1",96.5085
"2","2","8","1","1","2","2","2","2","2","1","1","2","2","2","1","3","1","1","3","2","2","1","2","2","2","2","2","1","2","2","1","2","3","1","2","3","2","3","2","1","1","2","2","1","2","2","1","62164","1",71.7249
"2","2","10","1","2","2","2","2","2","2","1","1","2","2","1","2","2","1","2","2","1","1","2","1","2","2","2","2","2","2","2","2","2","3","6","2","1","1","1","1","4","1","1","1","2","1","2","1","62177","1",38.223
"4","4","5","1","2","2","2","2","2","2","1","1","2","2","1","3","6","2","2","2","1","1","2","1","1","2","1","2","2","1","1","1","2","3","6","2","1","1","1","1","3","1","1","1","1","1","1","2","62181","1",11.8703
"2","2","2","1","2","2","2","2","2","2","1","1","2","2","3","1","3","2","1","3","2","2","1","2","2","2","1","2","1","2","2","2","2","3","1","2","3","2","2","1","1","2","2","2","1","2","1","96","62185","3",49.6474
"4","4","9","1","1","2","2","2","2","2","1","1","2","2","1","2","3","1","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","1","6","2","3","3","1","1","2","1","2","2","1","2","2","7","62197","1",28.811
"1","1","9","1","1","2","2","2","2","2","1","2","2","2","2","3","1","1","1","2","1","1","2","1","2","1","1","2","2","1","2","2","2","3","4","3","1","1","1","1","3","1","1","1","1","2","1","7","62206","1",10.275
"4","4","5","2","2","2","2","2","2","2","1","1","1","2","3","2","4","1","2","2","2","2","1","2","2","1","1","2","1","2","2","1","2","1","3","2","3","3","3","3","2","2","2","2","1","2","2","3","62219","1",24.3839
"4","4","5","1","2","2","2","2","2","2","1","1","1","2","3","2","1","1","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","1","4","2","1","1","1","1","4","2","1","1","1","2","2","3","62225","1",10.3885
"1","4","9","1","2","2","2","2","2","2","1","1","1","2","1","1","2","1","2","2","2","2","2","2","2","2","1","2","1","2","2","2","2","1","6","2","1","1","1","1","3","2","1","1","3","1","2","7","62228","1",10.1406
"4","2","5","1","2","2","2","1","1","1","2","1","1","2","2","1","3","2","2","2","2","2","2","2","2","1","1","2","1","2","2","2","2","3","2","2","3","3","3","3","1","1","2","2","3","1","1","96","62232","2",78.9743
"4","4","8","1","1","2","2","2","2","2","1","1","2","2","2","3","3","2","1","3","1","1","2","2","2","1","2","2","2","2","2","2","2","3","3","2","3","2","1","1","1","1","2","2","2","1","2","2","62237","1",10.2888
"3","3","1","1","1","2","2","2","2","2","1","1","1","2","1","3","3","1","2","2","1","1","1","1","2","1","1","2","2","2","2","2","2","1","6","2","1","1","1","1","2","1","1","2","2","1","2","5","62256","1",77.4446
"4","4","5","1","1","2","2","2","2","2","1","1","2","2","2","2","1","2","2","2","1","1","2","2","1","1","2","2","2","2","2","2","2","3","6","2","1","1","1","1","1","2","2","2","1","1","1","5","62260","1",11.4904
"1","1","4","1","1","1","2","2","1","2","2","1","1","2","2","5","5","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","3","6","2","2","2","2","2","1","1","1","2","1","2","2","3","62265","1",11.0999
"2","2","4","1","1","2","2","2","2","2","1","2","2","2","2","7","2","1","1","2","2","2","2","2","2","2","2","2","1","2","2","2","2","3","1","2","1","1","1","1","2","2","2","2","2","1","1","5","62268","1",58.577
"4","4","6","1","2","2","2","2","2","1","2","1","1","2","1","3","3","2","2","2","1","1","2","1","2","1","1","2","2","2","2","2","2","3","4","2","1","1","1","1","1","2","2","2","1","1","1","2","62279","1",14.3932
"3","3","6","1","2","2","2","2","2","2","1","1","1","2","2","4","3","2","1","3","1","1","2","2","2","2","1","2","1","2","2","2","2","3","3","2","3","2","2","1","1","2","2","2","2","1","1","7","62280","1",74.5716
"3","3","6","1","2","2","2","2","2","2","1","2","2","2","2","1","3","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","4","6","3","2","2","2","2","4","1","1","2","3","1","2","4","62282","1",53.6565
"1","4","2","1","2","2","1","2","2","2","2","1","2","2","1","1","4","1","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","3","2","2","2","2","1","1","1","1","1","2","3","1","2","2","62283","1",10.919
"4","3","4","1","2","2","2","2","2","2","1","1","2","2","1","1","4","2","1","3","2","2","2","2","2","2","2","2","1","2","2","2","2","3","5","2","1","1","1","1","1","2","2","2","1","2","2","5","62291","1",30.0554
"4","4","2","1","2","2","2","2","2","2","1","1","2","2","1","3","3","1","2","2","1","1","2","2","2","2","2","2","2","2","2","2","1","3","6","2","1","1","1","1","1","1","2","2","1","2","1","96","62296","2",11.1094
"4","4","1","1","1","2","2","2","2","2","1","2","2","2","1","3","3","1","1","2","1","1","1","2","2","1","1","2","1","2","2","2","2","3","2","2","1","1","1","1","1","2","2","2","1","2","2","5","62311","1",17.7819
"1","1","8","1","1","2","2","2","2","2","1","1","2","2","2","2","1","1","2","2","1","1","1","2","2","2","1","2","2","2","2","1","2","3","1","2","2","2","2","2","1","1","2","2","1","2","2","1","62313","1",9.9969
"1","1","2","1","1","2","2","2","2","2","1","1","2","2","3","4","3","1","1","2","2","2","2","2","2","2","2","2","1","2","2","2","2","3","6","2","2","2","2","2","1","2","2","2","1","2","1","5","62318","1",10.5691
"1","1","9","1","1","2","2","2","2","2","1","1","1","2","2","2","1","1","2","2","1","1","2","2","2","1","2","2","2","2","1","2","1","5","6","2","2","2","1","1","3","1","1","2","1","2","2","7","62321","1",10.275
"4","4","4","2","2","2","2","2","2","2","1","1","2","2","3","3","6","2","1","2","2","2","2","2","2","2","1","2","2","2","2","2","2","1","6","2","1","1","1","1","2","2","2","1","1","2","2","7","62324","1",24.6575
"4","4","5","1","2","2","1","1","2","2","2","1","1","2","1","3","3","1","1","2","2","2","1","2","2","1","1","2","1","2","2","2","2","3","2","2","3","3","2","2","1","2","2","2","1","1","2","96","62326","2",11.7284
"4","4","5","1","2","2","2","2","2","2","1","2","1","2","1","1","1","1","1","2","1","1","2","2","2","2","1","2","2","2","2","2","2","4","6","2","1","1","1","1","2","1","2","2","1","2","1","96","62332","3",10.5958
"1","1","5","1","1","2","2","2","2","2","1","1","1","1","1","1","5","1","1","2","1","1","1","1","1","1","1","2","2","2","2","1","1","3","2","2","1","1","1","1","1","2","2","2","1","2","1","4","62336","1",10.1468
"2","2","4","1","2","2","2","2","2","2","1","1","2","1","2","2","3","1","2","2","2","2","2","2","2","2","1","2","1","2","2","2","2","3","6","2","2","2","2","2","1","2","1","2","1","2","2","6","62338","1",58.577
"4","4","1","1","1","2","2","2","2","2","1","2","1","2","1","2","1","1","1","3","2","2","1","2","2","1","1","2","1","2","2","2","2","1","3","2","2","1","2","1","2","2","1","2","2","1","2","5","62339","1",26.1627
"4","4","5","1","2","2","2","2","2","2","1","1","1","2","2","8","1","1","2","2","2","2","1","2","2","2","2","2","2","2","1","2","2","4","2","2","1","1","1","1","1","1","2","2","2","1","2","3","62343","1",11.2931
"4","4","8","2","2","2","2","1","2","1","2","2","1","2","2","4","1","1","2","2","2","2","2","2","2","1","2","2","1","2","2","2","2","3","1","2","2","2","2","2","1","1","2","2","2","1","2","1","62345","1",60.4699
"4","4","9","1","1","2","2","2","2","2","1","2","1","2","1","3","3","1","1","3","1","1","2","1","2","1","1","1","2","2","2","2","2","1","5","2","1","1","1","1","2","2","2","2","1","2","1","5","62349","1",15.372
"4","4","5","1","2","2","1","1","2","2","2","2","2","2","1","9","1","1","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","3","1","2","3","3","3","3","1","2","2","2","3","1","2","4","62356","1",44.3932
"1","1","8","1","2","2","2","2","2","2","1","1","1","2","2","3","3","1","2","2","2","2","2","2","1","1","1","2","1","2","2","2","2","4","6","2","1","1","3","3","1","2","2","1","1","2","2","1","62359","1",10.3387
"2","2","4","2","2","2","2","2","2","2","1","1","2","2","1","3","2","1","1","2","2","2","2","2","2","2","1","2","2","2","2","1","2","1","6","2","1","1","1","1","4","2","1","1","1","2","2","5","62360","1",43.1406
"4","4","1","2","1","2","2","2","2","2","1","2","1","2","1","1","3","1","2","2","2","2","2","2","2","2","1","2","1","2","2","2","2","4","6","2","1","1","1","1","4","2","1","1","2","1","2","96","62362","3",15.7502
"4","3","6","1","2","2","2","2","2","2","1","1","1","2","1","3","2","1","2","2","1","1","1","2","2","1","1","2","2","1","1","2","2","3","2","2","2","2","2","2","1","1","1","2","1","2","1","6","62364","1",14.5432
"4","4","1","1","1","2","2","2","2","2","1","1","1","2","1","2","1","1","2","2","1","1","2","2","2","1","2","2","2","2","2","2","2","3","1","2","1","1","1","1","1","2","2","2","1","2","1","5","62367","1",33.6798
"1","1","2","1","2","1","2","2","2","2","2","1","1","2","1","3","3","1","1","3","2","2","2","2","1","1","1","1","2","2","2","2","2","3","5","2","2","1","2","1","1","1","2","2","1","2","2","6","62370","1",10.4191
"4","4","8","1","1","2","2","2","2","2","1","2","2","2","1","2","3","1","2","2","1","1","2","2","2","1","1","2","1","2","2","2","2","3","3","2","2","2","1","1","1","1","1","2","2","2","2","4","62372","1",21.7535
"2","3","4","1","2","2","2","2","2","2","1","1","1","2","1","7","6","1","2","2","2","2","2","2","2","2","1","2","1","2","2","2","2","3","4","2","3","3","3","3","1","1","1","2","1","1","1","7","62378","1",71.2233
"4","4","9","1","1","2","2","2","2","2","1","1","1","2","1","9","6","1","2","2","2","2","2","2","2","2","2","2","2","1","1","2","2","1","6","2","1","1","1","1","2","1","1","1","1","2","2","7","62382","1",10.6709
"4","3","4","2","2","2","2","2","2","2","1","1","1","2","3","6","1","1","1","3","2","2","2","2","2","2","1","2","2","2","2","1","2","1","6","2","1","1","1","1","3","2","1","1","1","2","2","3","62384","1",10.8325
"3","3","4","1","1","2","2","2","2","2","1","1","1","1","1","2","1","1","2","2","1","1","2","2","2","1","1","1","2","1","2","2","2","1","3","2","1","1","1","1","2","2","2","2","2","1","2","4","62386","1",89.7257
"4","4","5","1","1","2","2","2","2","2","1","1","1","2","1","3","1","2","2","2","1","1","2","1","2","2","1","2","2","1","1","2","1","1","3","2","1","1","1","1","2","2","1","1","2","1","2","7","62388","1",16.3116
"1","1","9","1","1","2","2","2","2","2","1","2","1","2","1","3","2","1","2","2","1","1","2","1","1","2","2","2","2","1","1","2","2","3","6","2","3","3","2","2","2","2","1","2","1","2","2","7","62390","1",11.9661
"4","4","9","1","1","2","2","2","2","2","1","2","2","2","1","3","1","2","2","2","1","1","2","1","2","2","1","2","2","2","2","2","2","3","6","2","1","1","1","1","2","2","1","2","1","2","2","7","62395","1",10.6865
"2","2","6","1","1","2","1","1","2","2","2","1","1","2","2","2","3","2","2","2","1","1","2","1","2","2","1","2","2","1","2","2","2","5","4","2","1","1","1","1","1","2","2","2","1","2","1","1","62396","1",50.3595
"4","4","9","1","1","2","2","2","2","2","1","1","2","2","1","2","1","1","2","2","2","2","1","2","2","1","1","2","1","2","2","2","2","1","4","2","3","3","3","3","1","2","2","2","1","1","2","7","62397","1",28.1453
"3","3","9","1","1","2","2","2","2","2","1","1","2","2","2","3","1","1","2","2","2","2","2","2","2","2","1","2","1","2","2","2","2","1","5","2","1","1","1","1","1","2","2","2","1","2","2","7","62399","1",91.6791
"2","2","8","1","1","2","2","2","2","2","1","2","1","2","2","1","1","1","1","3","1","1","2","2","2","2","2","2","1","2","2","2","2","3","1","2","3","2","3","2","1","1","1","2","1","2","1","1","62401","1",71.7249
"2","2","4","1","2","2","2","2","2","2","1","1","2","2","1","2","3","2","2","2","1","1","2","1","2","2","2","2","1","2","2","2","2","1","6","2","1","1","1","1","3","1","2","2","1","2","2","6","62402","1",48.8415
"2","2","5","2","2","2","2","2","2","2","1","1","1","2","3","6","2","1","2","2","1","2","2","2","2","2","1","2","2","1","1","1","2","1","5","2","2","2","2","2","1","1","1","1","1","2","2","4","62403","1",52.2512
"4","4","5","1","1","2","2","2","2","2","1","1","1","1","2","3","3","1","2","2","2","2","1","2","2","1","1","2","1","2","2","2","2","3","2","2","1","1","1","1","1","1","1","2","1","2","2","4","62404","1",11.2931
"4","4","2","1","2","2","2","2","2","2","1","1","1","2","1","3","3","2","1","2","2","2","1","2","2","1","1","2","1","2","2","2","2","3","2","2","3","3","2","2","1","1","2","2","1","2","2","3","62405","1",10.8259
"1","1","5","1","2","2","2","2","2","2","1","2","2","2","1","1","3","1","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","1","6","2","1","1","1","1","1","1","1","2","1","2","2","3","62407","1",10.161
"4","4","7","1","1","2","2","2","2","2","1","1","1","2","1","5","2","1","2","2","1","1","2","2","2","2","1","2","2","2","2","2","2","1","3","2","1","1","1","1","2","1","2","2","3","2","2","3","62408","1",13.3427
"4","4","8","1","2","2","2","2","2","2","1","1","2","2","1","4","2","1","1","2","1","1","2","1","2","1","1","2","2","2","2","2","2","3","3","2","3","2","1","1","1","1","2","2","3","1","2","96","62412","2",26.4211
"3","3","4","1","2","2","2","2","2","2","1","1","1","2","1","1","1","1","2","2","1","1","2","2","2","1","1","2","2","2","2","2","2","3","6","2","3","3","2","2","2","1","1","2","2","1","2","4","62416","1",87.8112
"3","3","4","2","2","2","2","2","2","2","1","1","1","2","2","2","3","1","1","3","1","1","2","1","2","1","1","1","2","2","2","2","2","1","2","2","2","1","1","1","2","2","2","2","1","1","1","3","62420","1",168.6655
"2","2","1","1","1","2","2","2","2","2","1","1","2","2","2","3","3","2","2","2","2","2","2","2","2","2","1","2","2","1","2","2","2","1","6","2","1","1","1","1","2","2","1","2","1","2","2","5","62421","1",46.1223
"3","3","5","1","2","2","2","1","2","2","2","1","2","2","2","2","1","1","2","2","1","1","1","1","1","1","1","2","1","2","2","2","2","3","3","2","3","3","2","2","1","2","2","2","2","1","2","2","62432","1",83.0815
"4","4","5","1","2","2","1","2","2","2","2","1","2","2","2","4","1","1","2","2","2","2","2","2","2","2","1","2","1","2","2","2","2","3","5","2","1","1","1","1","1","1","2","2","1","2","1","3","62441","1",28.4479
"3","3","9","2","1","2","2","2","2","2","1","2","2","2","1","6","3","2","1","3","2","2","1","1","2","2","1","2","1","1","1","1","2","1","6","2","1","1","1","1","2","2","2","2","1","1","2","7","62442","1",92.205
"4","4","1","1","1","2","2","2","2","2","1","1","1","2","1","8","3","1","2","2","1","1","2","1","2","1","1","2","2","2","1","2","2","3","6","2","3","3","1","1","1","2","1","2","1","1","1","5","62447","1",15.308
"4","4","7","1","1","2","2","2","2","2","1","2","2","2","1","8","1","1","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","3","2","2","2","2","2","3","1","1","1","2","1","2","3","62457","1",11.1118
"2","2","4","1","1","2","2","2","2","2","1","1","1","2","1","2","6","1","2","2","1","1","2","1","2","2","2","2","2","2","2","2","2","1","2","2","1","1","1","1","4","2","2","1","2","1","1","7","62460","1",21.4131
"4","3","8","1","1","2","2","2","2","2","1","2","2","2","1","2","3","1","2","2","2","2","1","2","2","1","1","2","1","2","2","2","2","3","6","2","2","2","2","2","2","1","2","2","1","2","1","3","62461","1",22.0286
