"REG_INST","REG_RESP","PGMCIPAP","PGM_P034","PGM_P100","PGM_280A","PGM_280B","PGM_280C","PGM_280D","PGM_280E","PGM_280F","PGM_290","PGM_350","PGM_380","PGM_P401","PGM_410","PGM_415","PGM_430","EDU_010","HLOSINTP","STL_010","STULOANS","STL_160B","STL_160C","STL_160D","STL_160E","STL_160F","STL_160G","STL_160H","STL_160I","STL_160J","STL_160L","STLP160N","BEF_P140","BEF_160","HLOSGRDP","PAR1GRD","PAR1INT","PAR2GRD","PAR2INT","GRADAGEP","GENDER2","MS_P01","MS_P02","CTZSHIPP","VISBMINP","DDIS_FL","LFCINDP","PUMFID","LFSTATP","WTPF"
"3","3","5","1","2","2","2","2","2","2","1","1","2","2","2","3","3","1","2","2","2","2","2","2","2","2","1","2","1","2","2","2","2","3","1","2","1","1","1","1","1","2","2","2","1","2","2","4","69817","1",83.0815
"1","1","4","1","2","2","2","2","2","2","1","1","2","2","1","3","3","1","2","2","1","1","1","1","1","1","1","2","1","2","2","2","2","3","1","2","3","3","1","1","2","1","2","2","1","2","2","3","69821","1",10.1427
"3","3","4","1","2","2","2","2","2","2","1","1","1","2","1","3","3","1","1","3","1","1","2","1","2","2","1","2","2","2","2","2","2","3","2","2","3","2","3","2","1","2","2","2","1","1","2","96","69822","1",168.4073
"2","2","4","1","1","2","2","2","2","2","1","1","2","2","1","2","5","2","1","3","1","1","2","2","1","2","1","2","1","2","2","2","2","3","4","2","3","2","3","1","1","2","1","2","1","2","2","7","69828","1",58.21
"4","4","8","1","1","2","1","2","2","2","2","1","1","2","2","4","2","1","2","2","1","1","1","2","2","1","1","2","2","2","2","2","2","3","1","2","2","2","2","2","1","1","2","2","1","1","1","2","69830","1",30.4557
"2","2","8","1","1","2","2","2","2","2","1","2","2","2","2","3","3","1","1","3","1","1","1","2","2","2","1","2","1","2","2","2","2","3","6","2","3","2","3","2","1","1","1","2","1","2","1","1","69831","1",71.7249
"1","4","6","1","2","2","2","2","2","2","1","1","1","2","1","1","3","1","1","2","1","1","2","2","1","1","1","2","1","1","2","2","2","3","5","2","2","2","1","1","1","2","2","2","1","2","1","96","69832","3",10.3922
"3","3","2","1","1","2","1","2","2","2","2","1","1","2","2","7","3","2","2","2","2","2","2","2","2","1","2","2","1","2","2","2","2","3","6","2","2","2","1","1","1","2","1","2","1","2","1","3","69834","1",105.656
"4","4","8","1","2","2","2","2","2","2","1","1","2","2","1","2","1","1","2","2","1","1","2","2","2","2","1","2","1","2","2","2","2","3","3","2","2","2","2","2","2","1","2","2","2","1","2","4","69835","1",34.0289
"3","3","2","1","2","2","2","2","2","2","1","1","1","2","1","3","1","1","1","2","1","1","1","2","2","1","1","2","1","2","2","2","2","3","2","2","1","1","1","1","1","2","2","2","1","2","2","5","69836","1",105.656
"4","1","2","1","2","2","2","2","2","2","1","1","1","2","1","7","2","1","1","2","1","1","1","1","1","1","1","2","1","2","2","2","1","3","2","2","2","2","2","2","1","2","2","2","1","2","2","5","69838","1",11.2221
"4","4","1","1","1","2","2","2","2","2","1","1","2","2","2","3","4","2","1","2","1","1","1","1","2","2","1","2","1","2","2","2","2","3","4","2","1","1","1","1","1","2","1","1","1","2","2","96","69839","3",11.0653
"2","2","5","1","2","2","2","2","2","2","1","2","2","2","2","1","1","1","1","2","1","1","2","2","2","2","2","2","1","2","2","2","2","2","1","3","3","3","2","2","3","2","1","1","2","1","2","96","69842","3",12.9862
"2","2","4","1","1","2","2","2","2","2","1","1","2","2","2","1","3","1","1","3","1","1","1","2","2","2","1","1","2","2","2","1","2","3","6","2","3","3","2","1","1","2","2","2","1","2","1","3","69843","1",58.577
"3","3","1","1","1","2","2","2","2","2","1","1","2","2","1","3","3","1","2","2","1","1","2","2","2","2","2","2","1","2","2","2","2","3","6","2","3","3","1","1","1","2","1","2","1","2","1","5","69845","1",78.6545
"4","4","9","1","2","2","2","2","2","2","1","1","1","2","1","3","3","2","1","3","1","1","2","2","2","2","1","2","2","2","2","1","2","5","2","2","1","1","1","1","1","2","1","2","1","2","2","7","69853","1",10.7512
"4","4","1","1","1","2","2","2","2","2","1","1","2","2","1","3","3","2","2","2","1","1","2","1","2","1","1","2","2","2","1","2","2","3","6","2","1","1","1","1","1","2","2","2","1","2","1","6","69854","1",11.0653
"2","2","7","1","2","2","2","1","2","2","2","2","2","2","1","4","3","1","2","2","1","1","2","2","2","2","1","2","1","2","2","2","2","3","4","2","1","1","1","1","1","1","2","2","1","2","1","1","69865","1",50.2838
"4","4","7","1","2","2","2","2","2","2","1","1","2","2","1","3","3","1","2","2","1","1","2","2","2","1","1","2","2","2","2","2","2","1","2","2","1","1","1","1","1","1","1","2","1","2","2","4","69868","1",11.0322
"4","4","8","1","2","2","2","2","2","2","1","1","2","2","1","1","2","1","2","2","2","2","2","2","2","2","1","2","2","2","2","2","1","1","6","2","3","3","1","1","4","1","2","2","1","2","1","96","69879","2",14.8354
"1","1","5","1","1","2","2","2","2","2","1","1","2","2","1","3","2","1","2","2","1","1","2","2","2","1","1","2","1","2","2","2","2","4","3","2","2","2","2","2","1","2","2","2","1","2","1","7","69882","1",10.926
"1","1","9","1","2","2","2","2","2","2","1","1","1","2","1","2","3","1","1","2","1","1","2","2","2","2","1","2","2","1","2","2","2","3","2","2","2","2","1","1","1","1","2","2","1","2","1","96","69892","3",11.3399
"2","2","8","1","1","2","2","2","2","2","1","1","2","2","1","2","3","1","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","3","3","2","2","2","2","2","1","1","2","2","1","2","2","2","69897","1",71.7249
"4","4","5","2","2","2","2","2","2","2","1","2","1","2","1","2","1","2","2","2","2","2","2","2","2","2","1","2","2","1","1","1","2","1","6","2","2","2","3","3","3","1","1","1","1","2","1","3","69901","1",17.1259
"4","4","5","1","2","2","2","1","2","2","2","1","1","2","2","3","1","1","2","2","2","2","1","2","2","1","1","2","1","2","2","2","2","3","1","2","2","2","1","1","1","2","2","2","1","2","2","1","69903","1",16.3116
"4","4","4","2","2","2","2","2","2","2","1","1","2","2","2","3","3","1","1","3","2","2","2","2","2","1","1","2","1","2","2","2","2","5","6","2","3","2","1","1","2","1","1","2","1","2","2","6","69911","1",10.5786
"4","4","9","1","1","2","2","2","2","2","1","1","1","2","2","3","2","2","2","2","1","1","2","1","2","1","2","2","1","2","2","2","2","3","5","2","2","2","2","2","1","2","2","2","1","2","2","7","69912","1",10.8696
"3","4","5","1","2","1","1","2","2","2","2","1","1","1","2","3","3","1","2","2","2","2","1","2","1","2","1","2","1","2","2","2","2","3","4","2","1","1","1","1","1","1","1","2","1","2","1","6","69913","1",81.751
"3","3","6","1","2","2","2","2","2","2","1","2","1","2","1","3","5","1","1","3","2","2","1","2","2","2","2","2","1","1","2","2","2","3","2","2","1","1","1","1","1","2","2","2","1","1","2","96","69916","3",74.5716
"4","4","2","1","1","2","2","2","2","2","1","1","1","2","1","3","3","1","2","2","1","1","2","2","1","1","1","2","2","2","2","2","2","3","3","2","1","1","1","1","1","2","2","2","1","2","2","5","69924","1",18.088
"4","4","9","1","1","2","2","2","2","2","1","1","1","2","1","2","3","1","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","3","1","2","2","2","2","2","1","1","2","2","3","1","2","7","69929","1",31.4462
"3","3","4","2","2","2","2","2","2","2","1","1","1","2","2","9","3","2","2","2","2","2","2","2","2","2","1","2","1","2","2","2","2","3","3","2","3","3","1","1","2","1","1","2","1","2","2","6","69936","1",88.3149
"2","2","8","1","1","2","2","2","2","2","1","2","2","2","1","1","3","1","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","3","3","2","3","3","3","3","1","1","1","2","1","2","1","1","69939","1",58.134
"4","4","9","1","1","2","2","2","2","2","1","1","2","2","1","2","4","1","2","2","1","1","1","1","2","2","1","2","1","2","2","2","2","1","6","2","2","2","1","1","1","2","2","2","1","2","1","7","69940","1",30.4938
"1","1","8","1","1","2","2","2","2","2","1","1","2","2","1","3","3","1","2","2","2","2","2","2","2","1","1","2","1","2","2","2","2","3","1","2","3","3","2","2","1","1","2","2","1","2","2","1","69942","1",9.9969
"3","3","5","1","2","2","2","2","2","2","1","1","2","2","1","3","1","2","2","2","1","1","1","1","2","2","2","2","2","2","2","1","2","3","6","2","1","1","1","1","2","2","2","2","1","1","2","2","69943","1",83.0815
"4","4","4","1","2","2","2","2","2","2","1","1","1","2","2","1","6","2","1","2","1","1","2","2","2","2","1","2","2","2","2","2","2","3","1","2","1","1","1","1","1","2","2","2","1","1","2","96","69945","2",10.5799
"4","4","9","1","1","2","2","2","2","2","1","2","2","2","2","2","3","1","2","2","2","2","1","2","2","2","2","2","1","2","2","2","2","3","6","2","1","1","1","1","1","2","1","1","1","2","2","7","69948","1",10.7512
"1","4","4","1","1","2","2","2","2","2","1","2","2","2","1","2","2","1","1","2","1","1","2","2","2","2","2","2","1","2","2","2","2","3","2","2","3","3","2","2","2","1","1","2","2","1","2","4","69950","1",10.9231
"3","3","1","2","2","2","2","2","2","2","1","1","2","2","3","1","1","1","1","2","1","1","2","1","2","1","1","2","2","2","2","2","2","1","5","2","1","1","1","1","2","2","2","2","1","2","2","2","69953","1",79.1057
"4","4","7","1","1","2","2","2","2","2","1","2","2","2","1","2","2","1","2","2","1","1","2","1","1","1","1","2","2","2","2","2","2","1","6","2","3","3","3","3","2","2","1","1","1","2","2","7","69955","1",10.6414
"1","1","4","2","2","2","2","2","2","2","1","1","2","2","1","1","3","2","1","3","2","2","2","2","2","1","1","1","1","2","2","2","2","3","2","2","3","3","3","2","1","2","2","2","1","2","2","96","69959","3",10.1099
"2","2","2","1","2","2","2","2","2","2","1","1","1","2","2","3","3","2","2","2","2","2","1","1","1","1","1","2","2","2","2","2","2","3","3","2","1","1","1","1","1","1","1","2","1","2","1","5","69962","1",69.2745
"3","3","8","1","2","2","2","2","2","2","1","1","1","2","1","2","2","1","1","2","1","1","2","1","2","1","1","2","1","2","2","2","2","3","2","2","2","2","1","1","1","2","2","2","1","2","2","7","69966","1",63.2021
"4","4","4","1","2","2","2","2","2","2","1","2","1","2","2","3","2","1","1","3","2","2","1","2","2","1","1","1","1","2","2","2","2","3","6","2","3","3","3","3","1","1","2","2","1","1","1","6","69967","1",17.4488
"2","2","5","2","2","2","2","2","2","2","1","1","1","2","2","3","3","1","1","2","2","2","2","2","2","2","1","2","2","2","2","1","2","1","6","3","1","1","1","1","2","2","1","1","1","2","2","3","69969","1",55.5059
"4","4","4","1","2","2","2","2","2","2","1","2","2","2","2","1","3","1","2","2","1","1","2","2","2","2","2","2","1","2","1","2","2","3","5","2","1","1","1","1","1","1","2","2","1","1","2","7","69982","1",30.6285
"2","2","8","1","1","2","2","2","2","2","1","1","1","2","1","3","2","1","2","2","1","1","1","1","2","1","1","1","2","2","2","2","2","3","3","2","1","1","1","1","1","2","1","1","1","2","2","1","69989","1",67.875
"4","4","7","1","2","2","1","1","2","2","2","2","2","2","1","2","1","2","2","2","1","1","2","1","2","2","1","2","2","2","1","2","2","1","4","2","3","3","3","3","1","1","2","2","2","1","1","6","69991","1",16.3055
"2","2","5","1","1","2","2","2","2","2","1","2","1","1","1","8","3","1","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","5","6","2","2","2","2","2","1","1","2","2","1","2","1","3","69993","1",58.2681
"4","4","2","1","1","2","2","2","2","2","1","1","1","1","2","9","3","2","2","2","1","1","1","1","1","2","1","2","2","2","2","2","2","5","3","2","2","2","2","2","1","2","2","2","1","2","1","7","70000","1",10.9573
"4","4","4","2","2","2","2","2","2","2","1","2","2","2","1","1","3","2","2","2","2","2","2","2","2","2","1","2","1","2","2","2","2","3","1","2","2","2","1","1","1","1","2","2","1","1","1","6","70001","1",30.6285
"2","2","5","1","1","2","2","2","2","2","1","1","1","2","2","3","3","1","2","2","2","2","2","2","2","2","1","2","1","1","1","1","2","3","1","2","1","1","1","1","1","2","1","2","1","2","2","1","70003","1",55.5059
"4","4","10","1","1","2","1","2","2","2","2","1","1","2","1","4","2","1","1","3","2","2","2","2","2","1","1","1","1","2","2","2","2","3","1","2","2","1","1","1","1","2","2","2","2","1","2","3","70008","1",13.1368
"1","1","2","1","2","2","2","2","2","2","1","1","1","2","2","3","4","2","2","2","1","1","2","2","1","2","1","2","2","1","2","2","2","1","6","2","1","1","1","1","2","1","2","2","1","2","2","3","70010","1",10.2106
"3","3","2","1","1","1","1","2","2","2","2","1","1","2","1","1","3","1","2","2","2","2","2","2","2","1","1","2","1","2","2","2","2","3","1","2","3","3","2","2","1","1","2","2","1","2","2","4","70023","1",76.4831
"4","4","5","1","1","2","2","2","2","2","1","2","1","2","1","2","2","1","2","2","1","1","1","1","2","1","1","2","1","2","2","2","2","1","2","2","1","1","1","1","1","2","2","2","1","1","1","7","70027","1",17.421
"4","4","4","2","2","2","2","2","2","2","1","1","1","2","3","2","1","2","1","2","1","2","2","2","2","2","2","2","2","1","2","2","2","1","6","2","1","1","1","1","3","2","1","1","1","2","2","7","70029","1",10.9212
"1","1","2","1","2","2","2","2","2","2","1","1","2","2","2","1","6","2","2","2","1","1","2","1","1","2","2","2","2","2","2","2","2","5","1","2","2","2","2","2","2","1","2","2","1","2","2","7","70033","1",12.6837
"2","2","4","2","2","2","2","2","2","2","1","1","1","2","1","3","3","2","2","2","1","1","2","1","2","2","1","2","2","1","1","2","2","3","2","2","2","2","1","1","1","2","2","2","1","2","1","4","70034","1",58.577
"1","3","8","1","2","2","2","2","2","2","1","2","2","2","1","9","1","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","1","1","2","3","3","3","3","1","1","2","2","3","1","2","2","70036","1",10.0634
"3","3","2","2","2","2","2","2","2","2","1","1","2","2","2","3","5","2","1","2","1","1","2","2","2","2","1","2","1","2","1","1","2","3","4","2","2","2","1","1","3","2","2","2","1","2","1","7","70041","1",91.4769
"1","1","9","1","1","2","2","2","2","2","1","2","1","2","2","2","3","1","1","2","1","1","2","2","2","1","1","2","2","1","2","2","2","1","4","2","2","1","2","1","2","2","1","2","1","2","1","7","70042","1",10.1406
"4","4","6","1","2","2","2","2","2","2","1","1","1","2","1","3","3","2","1","2","1","2","2","2","2","2","1","2","1","2","2","2","2","3","2","2","2","2","2","2","1","1","2","2","1","2","1","96","70046","3",14.5165
"3","3","4","2","2","2","2","2","2","2","1","1","2","2","1","2","6","2","1","2","2","2","2","2","2","2","2","2","1","2","2","2","2","5","5","2","2","2","1","1","1","1","2","2","1","1","2","1","70055","1",87.8112
"2","2","8","1","1","2","2","2","2","2","1","2","2","2","2","8","3","1","2","2","1","1","2","2","2","2","2","2","2","1","2","2","2","3","1","2","2","2","1","1","2","1","1","1","1","2","2","4","70056","1",58.134
"4","4","5","2","2","2","2","2","2","2","1","1","2","2","1","2","3","1","1","2","2","2","2","2","2","2","1","2","2","1","2","2","1","1","6","2","3","2","1","1","2","1","1","1","1","2","1","3","70057","1",11.8703
"4","4","9","1","1","2","2","2","2","2","1","1","2","2","1","2","2","1","2","2","2","2","2","2","2","1","1","1","1","2","2","2","2","1","3","2","3","3","1","1","2","2","2","2","1","1","2","7","70059","1",45.3278
"4","4","2","1","2","2","2","2","2","2","1","1","2","2","1","9","3","1","2","2","2","2","1","2","2","1","2","2","1","2","2","2","2","3","3","2","3","3","3","3","1","1","2","2","1","2","2","6","70062","1",26.8406
"3","3","4","1","1","2","2","2","2","2","1","1","2","2","2","3","2","1","1","2","1","1","2","2","2","2","1","2","2","2","2","2","2","3","6","2","2","2","2","2","1","2","2","2","2","1","1","7","70073","1",89.2139
"1","3","4","1","2","2","2","2","2","2","1","1","1","2","1","3","2","1","2","2","1","1","2","2","2","2","1","2","2","2","2","1","2","2","6","2","2","2","1","1","3","2","1","2","1","2","2","96","70076","2",10.6613
"1","1","9","1","1","2","2","2","2","2","1","2","2","2","1","1","1","1","1","2","1","1","2","2","2","2","2","2","1","2","2","2","2","4","1","2","3","3","3","3","2","2","1","2","2","1","2","7","70078","1",10.1251
"2","2","4","1","2","2","2","2","2","2","1","1","1","2","2","3","3","2","1","2","2","2","1","2","2","2","2","2","2","2","2","2","2","3","6","2","3","3","2","2","1","2","2","2","1","2","2","7","70079","1",29.2094
"3","3","4","1","2","2","2","2","2","1","2","2","2","2","1","3","3","2","2","2","2","2","2","2","2","1","1","2","1","2","2","2","2","3","3","2","2","2","1","1","1","2","1","2","1","2","2","3","70080","1",76.8018
"4","4","2","1","2","2","2","2","2","2","1","1","1","1","1","5","3","1","1","3","2","2","1","2","2","1","1","1","2","2","2","2","2","1","5","2","3","2","1","1","2","1","1","2","1","2","1","96","70082","2",36.0757
"2","2","8","1","1","2","2","2","2","2","1","2","2","2","1","9","3","2","2","2","1","1","2","1","2","2","1","2","1","1","2","2","2","3","2","2","1","1","1","1","2","2","2","2","1","2","2","4","70083","1",54.669
"3","3","9","2","1","2","2","2","2","2","1","1","2","2","3","2","1","1","2","2","1","1","2","2","2","2","1","2","2","2","2","2","1","1","3","2","3","3","1","1","3","2","1","2","1","2","1","7","70088","1",61.5454
"4","4","6","1","2","2","2","2","2","2","1","1","1","2","1","1","4","2","1","2","1","1","1","1","1","1","1","2","1","2","2","2","2","3","2","2","1","1","1","1","1","1","2","2","1","1","1","7","70100","1",25.6282
"4","4","9","1","1","2","2","2","2","2","1","2","2","2","1","3","3","1","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","3","3","2","1","1","1","1","1","2","1","2","1","2","1","7","70107","1",10.8696
"3","3","4","1","2","2","2","2","2","2","1","1","2","2","2","3","3","1","2","2","1","1","2","2","2","2","2","2","2","1","2","2","2","1","5","2","2","2","1","1","2","1","2","2","1","2","1","4","70112","1",166.0135
"1","1","8","2","1","2","2","2","2","2","1","1","1","2","1","9","5","1","2","2","2","2","2","2","2","1","1","2","1","1","1","2","2","3","3","2","3","3","3","3","1","1","1","2","1","2","1","1","70119","1",12.4114
"4","4","10","1","2","2","2","2","2","2","1","1","1","1","1","1","2","1","2","2","1","1","2","1","2","2","1","2","2","2","2","2","2","3","2","2","1","1","1","1","2","1","2","2","1","2","2","6","70130","1",10.5068
"3","3","4","1","2","1","2","1","2","2","2","1","1","2","2","2","1","1","2","2","1","1","2","2","2","2","1","2","1","2","2","2","2","1","3","2","2","2","1","1","1","1","2","2","1","1","2","4","70139","1",75.5942
"2","2","9","1","1","2","2","2","2","2","1","1","2","2","2","3","2","2","1","2","2","2","2","2","2","2","1","2","1","1","2","2","2","3","6","2","2","2","1","1","1","2","1","1","1","2","2","7","70150","1",60.0366
"1","1","5","1","1","1","2","2","1","2","2","1","1","2","1","4","1","2","1","3","2","2","2","2","2","1","1","2","1","1","1","1","2","3","2","2","3","3","2","1","1","2","2","2","1","1","1","4","70158","1",10.5404
"1","1","10","1","2","2","2","2","2","2","1","1","1","2","2","2","3","1","2","2","1","1","2","1","2","1","1","2","2","2","1","2","1","1","6","2","2","2","1","1","1","2","2","2","1","2","1","7","70159","1",10.4751
"1","1","2","1","2","2","2","2","2","2","1","1","1","2","1","1","3","1","1","2","1","1","1","2","1","1","2","2","2","2","2","2","2","1","6","2","1","1","1","1","2","2","2","2","1","2","1","5","70166","1",11.4865
"1","1","5","1","2","2","2","2","2","2","1","1","1","2","2","4","2","1","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","3","1","2","2","2","1","1","2","1","2","2","3","1","2","3","70167","1",10.1852
"1","1","1","1","1","2","2","2","2","2","1","2","2","2","2","3","1","1","2","2","2","2","2","2","2","2","2","2","1","1","2","2","2","3","1","2","2","2","1","1","2","1","1","2","1","2","1","5","70169","1",10.8243
"4","4","1","1","1","2","2","2","2","2","1","1","1","2","2","7","3","1","1","3","2","2","1","2","2","1","1","1","2","2","2","2","2","3","5","2","3","2","1","1","1","2","2","2","1","2","1","5","70174","1",15.308
"4","4","5","1","2","2","2","2","2","2","1","2","2","2","3","3","1","1","2","2","2","2","2","2","2","2","1","2","1","2","2","2","2","1","6","2","1","1","1","1","1","2","2","2","1","2","2","3","70178","1",27.6229
"1","4","6","1","2","2","2","2","2","2","1","1","1","2","2","3","3","2","1","2","2","2","1","2","2","1","2","2","1","2","2","2","2","3","6","2","2","2","2","2","1","2","1","2","1","1","1","96","70179","2",10.076
"3","3","10","1","2","2","2","2","2","2","1","1","2","1","2","1","4","2","2","2","1","1","2","2","2","2","1","2","2","2","2","2","2","3","3","2","2","2","2","2","1","2","2","2","2","1","2","3","70180","1",91.4259
"3","3","4","2","2","2","2","2","2","2","1","1","1","2","1","4","3","2","2","2","2","2","2","2","2","1","2","2","1","2","2","2","2","3","2","2","2","2","1","1","1","2","1","2","1","2","1","3","70183","1",89.2139
"2","2","5","1","1","2","2","2","2","2","1","2","1","2","1","2","1","1","1","3","2","2","2","1","1","2","1","1","2","2","2","2","1","1","3","2","2","1","2","1","2","1","2","2","1","2","1","5","70186","1",58.2681
"4","4","4","1","1","2","2","2","2","2","1","1","1","2","1","1","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","3","2","2","2","2","2","2","1","2","2","2","1","1","2","7","70188","1",17.3033
"4","4","1","1","1","2","2","2","2","2","1","1","2","2","2","3","3","1","2","2","2","2","2","1","1","1","1","2","1","1","1","2","1","1","6","2","1","1","1","1","3","2","2","2","1","2","1","5","70192","1",10.5367
"1","1","9","1","2","2","2","2","2","2","1","1","1","2","1","1","3","1","1","2","1","1","2","1","2","2","2","2","2","2","2","2","2","3","2","2","1","1","1","1","1","2","2","2","1","2","2","5","70195","1",10.1406
"1","3","9","1","2","2","2","2","2","2","1","1","1","2","2","2","2","1","1","2","2","2","1","2","2","1","1","2","2","2","2","2","2","3","2","2","3","3","3","3","1","2","2","2","1","2","2","7","70196","1",10.2303
"4","4","5","1","1","2","2","2","2","2","1","2","2","2","2","2","1","1","2","2","2","2","1","2","2","1","1","2","2","2","2","2","2","3","6","2","2","2","1","1","2","2","2","2","1","2","2","3","70201","1",11.4904
"4","4","6","2","2","2","2","2","2","2","1","1","1","2","1","4","3","2","1","2","1","1","2","1","2","2","1","2","1","2","2","2","2","3","6","2","2","2","2","2","1","1","2","2","1","1","2","2","70206","1",25.6282
"4","4","4","1","2","2","2","2","2","2","1","1","2","2","1","5","5","2","2","2","1","1","2","1","2","2","2","2","2","2","2","2","2","2","5","2","1","1","1","1","2","1","1","2","2","2","1","5","70207","1",17.4488
"1","1","2","1","2","2","2","2","2","2","1","1","1","2","2","2","3","1","1","2","1","1","1","2","2","2","1","2","2","2","2","2","2","3","6","2","1","1","1","1","1","2","1","2","1","2","1","2","70223","1",10.6339
"4","3","5","1","2","2","2","2","2","2","1","1","1","2","3","2","2","1","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","1","4","2","1","1","1","1","3","2","1","2","1","2","2","5","70224","1",12.6473
"4","4","1","1","1","2","2","2","2","2","1","1","1","2","2","3","1","1","2","2","2","2","2","2","2","1","2","2","1","2","2","2","2","3","1","2","3","3","3","3","1","2","1","1","2","1","2","96","70227","3",15.308
"2","2","8","1","1","2","2","2","2","2","1","2","2","2","1","9","3","1","2","2","2","2","1","2","2","2","1","2","1","2","2","2","2","3","1","2","1","1","1","1","1","1","2","2","1","1","2","4","70230","1",71.7249
"4","4","5","1","2","2","2","2","2","2","1","1","2","2","1","4","1","1","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","3","1","2","1","1","1","1","1","2","2","2","3","1","1","2","70232","1",34.8421
"2","2","9","1","2","2","2","2","2","2","1","2","2","2","2","2","3","1","1","2","2","2","2","2","2","2","1","2","1","2","2","2","2","3","2","2","3","3","1","1","1","2","2","2","1","2","2","7","70239","1",60.0366
"4","4","1","1","1","2","2","2","2","2","1","1","1","1","1","3","1","2","2","2","2","2","1","2","2","1","1","2","1","2","2","2","2","3","6","2","2","2","2","2","2","2","2","2","1","2","1","5","70242","1",15.308
"4","3","5","2","2","2","2","2","2","2","1","1","2","2","3","2","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","1","2","1","6","2","1","1","1","1","4","2","1","1","1","2","1","5","70244","1",35.8878
"4","4","2","2","2","2","2","2","2","2","1","2","2","2","1","3","3","1","2","2","1","1","2","2","2","2","2","2","1","2","2","2","2","3","1","2","1","1","1","1","1","2","2","2","1","2","1","4","70246","1",15.3473
"4","4","5","1","1","2","2","2","2","2","1","1","1","2","1","1","3","1","2","2","1","1","1","1","2","1","1","2","2","2","2","2","2","3","3","2","1","1","1","1","1","2","2","2","1","2","1","7","70250","1",16.3116
"2","2","5","2","2","2","2","2","2","2","1","2","2","2","3","2","3","1","1","2","2","2","2","2","1","2","2","2","1","2","2","2","2","3","5","2","1","1","1","1","1","1","2","2","1","2","2","96","70257","3",58.2681
"2","2","5","1","1","2","2","1","2","2","2","1","2","2","1","5","3","1","2","2","2","2","1","2","2","2","2","2","1","2","2","2","2","1","5","2","1","1","1","1","1","1","1","2","1","2","2","2","70261","1",65.5945
"4","4","8","1","1","2","2","1","2","2","2","1","2","2","2","3","2","1","2","2","2","2","2","2","2","1","1","2","1","2","2","2","2","1","4","2","3","3","1","1","3","2","1","2","1","2","1","4","70268","1",30.1901
"1","1","5","1","1","2","2","2","1","1","2","1","1","2","2","4","2","1","2","2","1","1","1","1","2","1","2","2","1","2","2","2","2","3","2","2","3","3","1","1","1","1","2","2","1","2","1","2","70271","1",10.4272
"4","4","9","1","1","2","2","2","2","2","1","1","2","2","2","2","2","2","2","2","1","1","2","1","2","2","1","2","2","1","1","2","2","1","3","2","1","1","1","1","3","2","2","1","2","1","2","7","70275","1",13.8323
"4","4","5","1","1","2","2","2","2","2","1","2","1","2","2","2","2","1","2","2","2","2","2","2","2","1","1","2","1","2","2","2","2","3","6","2","2","2","1","1","3","2","2","1","1","2","1","7","70282","1",11.4904
"4","4","5","2","2","2","2","2","2","2","1","1","1","2","3","6","3","1","2","2","1","1","1","1","2","2","1","2","2","2","2","2","2","1","4","2","1","1","1","1","3","2","1","1","1","2","2","4","70284","1",12.7744
"4","3","4","2","1","2","2","2","2","2","1","1","1","2","1","2","3","1","1","2","1","1","1","1","2","2","1","2","2","1","2","2","2","4","3","2","3","3","2","2","1","1","2","2","1","2","1","96","70297","3",20.6277
"2","2","5","2","2","2","2","2","2","2","1","1","2","2","2","3","1","1","1","2","1","1","2","2","2","1","1","2","1","2","2","1","2","1","6","2","2","2","2","2","3","2","1","1","1","2","2","3","70301","1",49.7743
"1","1","5","1","2","2","1","1","2","2","2","1","1","2","1","3","1","1","2","2","1","1","1","1","2","2","1","2","2","2","2","2","2","3","2","2","1","1","1","1","1","2","2","2","2","1","1","6","70305","1",10.926
"4","4","4","1","1","2","2","2","2","2","1","1","1","1","1","2","2","1","2","2","1","1","2","1","1","1","1","2","1","1","2","2","2","3","4","2","1","1","2","2","1","2","1","2","1","2","2","4","70307","1",10.4914
"1","1","2","1","2","2","2","2","2","2","1","1","2","2","1","4","6","1","1","2","2","2","2","2","2","1","1","2","2","2","2","2","2","3","3","2","1","1","1","1","1","2","2","2","1","2","1","5","70310","1",11.4865
"1","1","10","1","1","2","2","2","2","2","1","1","1","2","1","9","3","1","2","2","1","1","2","2","2","1","1","2","2","2","2","2","2","1","6","2","1","1","1","1","1","2","2","2","1","2","1","6","70315","1",20.6621
"4","4","5","2","2","2","1","2","2","2","2","1","1","2","2","2","3","1","2","2","1","1","2","2","2","1","1","2","1","2","2","2","2","1","4","2","2","2","2","2","1","1","2","2","2","1","2","3","70316","1",11.2931
"4","4","9","1","1","2","2","2","2","2","1","1","2","2","2","3","3","1","1","2","1","1","2","2","2","2","1","2","2","2","2","2","2","3","6","2","3","3","3","3","1","2","2","2","1","2","2","96","70318","3",10.7512
